Tulossa,Poistuu,Malli,Numero,Kohteen osoite,Postinumero,Postitoimipaikka,Sijaintipaikan tyyppi,Sijaintipaikka,Aukioloaika,Aukioloaika (lisätiedot),Koordinaatti LAT,Koordinaatti LON
,,O+,40266,KANSANPELLONTIE 1,86600,HAAPAVESI,KAUPPA,K-MARKET HAAPAVESI,24 H AUKIOLO,,64.137560,25.368910
,,P,05705,VANHATIE 48,86600,HAAPAVESI,KAUPPA,S-MARKET HAAPAVESI,24 H AUKIOLO,,64.137811,25.363496
,,O,04398,VANHATIE 49,86600,HAAPAVESI,PANKIN KONTTORI,OP HAAPAVESI,24 H AUKIOLO,,64.137184,25.364179
,,P,05877,FROSTERUKSENKATU 4,86710,KÄRSÄMÄKI,PANKIN KONTTORI,OP KÄRSÄMÄKI,24 H AUKIOLO,,63.978770,25.759420
,,O+,40318,TORKKOLANTIE 1-3,86800,PYHÄSALMI,PANKIN KONTTORI,OP PYHÄJÄRVI,24 H AUKIOLO,,63.682090,25.975920
,,O,04246,KASARMINKATU 18,87100,KAJAANI,KAUPPA,TOKMANNI KAJAANI,24 H AUKIOLO,,64.217920,27.742970
,,P,05702,KAUPPAKATU 18,87100,KAJAANI,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,64.225090,27.732880
,,O,04250,KAUPPAKATU 30,87100,KAJAANI,KAUPPA,S-MARKET KAJAANI,24 H AUKIOLO,,64.226720,27.729330
,,O,04942,POHJOLANKATU 9,87100,KAJAANI,TAVARATALO,K-CITYMARKET KAJAANI,24 H AUKIOLO,,64.222800,27.735190
,,T,40101,POHJOLANKATU 9,87100,KAJAANI,TAVARATALO,K-CITYMARKET KAJAANI,LIIKETILAN AUKIOLO,,64.222890,27.735350
,,O,04140,VETURITIE 1,87100,KAJAANI,TAVARATALO,PRISMA KAJAANI,LIIKETILAN AUKIOLO,,64.221317,27.746406
,,P,05963,KISATIE 30,87250,KAJAANI,LIIKEKIINTEISTÖ,K-MARKET KOMIAHO,24 H AUKIOLO,,64.237260,27.751370
,,EP,05687,KEHRÄÄMÖNTIE 20,87400,KAJAANI,TAVARATALO,TOKMANNI KAJAANI,,,64.213950,27.774930
,,O,04097,SOIDINKATU 1,87500,KAJAANI,KAUPPA,S-MARKET LEHTIKANGAS,24 H AUKIOLO,,64.209348,27.752775
,,P,05697,TAIKATIE 4,87700,KAJAANI,LIIKENNEPAIKKA,ABC KAJAANI,24 H AUKIOLO,,64.218500,27.678485
,,O,04137,VUORIMIEHENTIE 2,88200,OTANMÄKI,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,64.113280,27.104080
,,O,05089,LEPIKONTIE 19,88300,PALTAMO,PANKIN KONTTORI,OP PALTAMO,24 H AUKIOLO,,64.407660,27.834380
,,O,05281,AHOLANTIE 17,88400,RISTIJÄRVI,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,64.505370,28.214420
,,EP,05453,KAINUUNTIE 18,88600,SOTKAMO,TAVARATALO,K-SUPERMARKET SOTKAMO,LIIKETILAN AUKIOLO,,64.130890,28.382950
,,T,40112,KAINUUNTIE 22,88600,SOTKAMO,PANKIN KONTTORI,OP SOTKAMO,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 6-23,64.130860,28.385630
,,P,05665,HEIKINTIE 1,88610,VUOKATTI,KAUPPAKESKUS,VUOKATIN LIIKEKESKUS,24 H AUKIOLO,,64.140180,28.267580
,,O,04133,KOULUKATU 10,88900,KUHMO,PANKIN KONTTORI,OP KUHMO,24 H AUKIOLO,,64.127280,29.523680
,,O+,40252,TORIKATU 24,88900,KUHMO,KAUPPA,K-SUPERMARKET KUHMO,LIIKETILAN AUKIOLO,,64.127750,29.520410
,,O,04404,MAAHERRANKATU 12,89200,PUOLANKA,PANKIN KONTTORI,OP PUOLANKA,24 H AUKIOLO,,64.867720,27.675640
,,O,04166,VIRTATIE 3,89400,HYRYNSALMI,HUOLTOASEMA,TEBOIL HYRYNSALMI,24 H AUKIOLO,,64.676161,28.491076
,,O,04270,KESKUSKATU 3,89600,SUOMUSSALMI,PANKIN KONTTORI,OP SUOMUSSALMI,24 H AUKIOLO,,64.884330,28.910030
,,T,40168,HALLITUSKATU 16,90100,OULU,PANKIN KONTTORI,OP OULU HALLITUSKATU,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 5-23,65.012790,25.473470
,,P,05583,HALLITUSKATU 36,90100,OULU,POSTI,POSTI OULU-10,24 H AUKIOLO,,65.010710,25.481650
,,O+,40307,ISOKATU 14,90100,OULU,PANKIN KONTTORI,OP OULU ISOKATU,24 H AUKIOLO,,65.012450,25.473580
,,EP,05646,ISOKATU 33,90100,OULU,TAVARATALO,K-SUPERMARKET RUOKAHOVI,LIIKETILAN AUKIOLO,,65.010630,25.471420
,,EP,05610,KIRKKOKATU 14,90100,OULU,TAVARATALO,LIIKETILA,LIIKETILAN AUKIOLO,,65.011480,25.469500
,,O,04089,KIRKKOKATU 18,90100,OULU,LIIKEKIINTEISTÖ,ROTUAARI,24 H AUKIOLO,,65.010926,25.468667
,,T,40031,KIRKKOKATU 6,90100,OULU,PANKIN KONTTORI,NORDEA KIRKKOKATU,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 6-24,65.013030,25.471750
,,O,04640,PAKKAHUONEENKATU 13,90100,OULU,PANKIN KONTTORI,DANSKE OULU,24 H AUKIOLO,,65.012670,25.471800
,,EP,05641,TEHTAANKATU 1,90130,OULU,KAUPPA,SALE RAKSILA,LIIKETILAN AUKIOLO,,65.010780,25.489060
,,EP,05554,TEHTAANKATU 3,90130,OULU,TAVARATALO,PRISMA RAKSILA,LIIKETILAN AUKIOLO,,65.010430,25.490370
,,P,05782,TEHTAANKATU 5,90130,OULU,TAVARATALO,K-CITYMARKET RAKSILA,24 H AUKIOLO,,65.010280,25.492360
,,P,05969,TEHTAANKATU 5,90130,OULU,TAVARATALO,K-CITYMARKET RAKSILA,24 H AUKIOLO,,65.010290,25.492300
,,P,05758,PALJETIE 4,90140,OULU,KAUPPA,K-SUPERMARKET JOUTSENSILTA,24 H AUKIOLO,,64.999730,25.476630
,,O,04192,LATOKARTANONTIE 1,90150,OULU,LIIKEKIINTEISTÖ,HÖYHTYÄN OSTOSKESKUS,24 H AUKIOLO,,64.996820,25.485850
,,EP,05470,RANTAKASTELLINTIE 2-4 A,90230,OULU,KAUPPA,K-MARKET KASTELLI,LIIKETILAN AUKIOLO,,65.008880,25.534460
,,O,05152,KANGASKONTIONTIE 3,90240,OULU,KAUPPA,SALE MAIKKULA,24 H AUKIOLO,,64.982677,25.565922
,,O,03795,HIIRIHAUKANTIE 5,90250,OULU,KAUPPA,S-MARKET KAUKOVAINIO,24 H AUKIOLO,,64.992297,25.517178
,,EP,05648,NUOTTASAARENTIE 1,90400,OULU,TAVARATALO,PRISMA LIMINGANTULLI,LIIKETILAN AUKIOLO,,64.996160,25.461930
,,P,05831,METSOKANKAANTIE 5,90420,OULU,TAVARATALO,K-CITYMARKET KAAKKURI,24 H AUKIOLO,,64.956900,25.526380
,,T,40106,METSOKANKAANTIE 5,90420,OULU,TAVARATALO,K-CITYMARKET KAAKKURI,LIIKETILAN AUKIOLO,,64.956870,25.526620
,,P,06020,OLLILANTIE 2,90440,KEMPELE,PANKIN KONTTORI,OP KEMPELE,24 H AUKIOLO,,64.912560,25.504170
,,O+,40300,ZEPPELIININTIE 1-2,90450,KEMPELE,HUOLTOASEMA,SHELL KEMPELE ZEPPELIN,24 H AUKIOLO,,64.903840,25.538260
,,EP,05692,ZEPPELININTIE 1,90450,KEMPELE,KAUPPAKESKUS,ZEPPELIN,LIIKETILAN AUKIOLO,,64.902370,25.537380
,,T,40156,ZEPPELININTIE 1,90450,KEMPELE,KAUPPAKESKUS,ZEPPELIN/PRISMAN LÄHEISYYDESSÄ,LIIKETILAN AUKIOLO,,64.901730,25.537370
,,P,05920,KARHUOJANTIE 2,90460,OULUNSALO,KAUPPAKESKUS,OULUNSALON KAPTEENI,24 H AUKIOLO,,64.934910,25.402120
,,P,05709,LUOVONTIE 138,90480,HAILUOTO,PANKIN KONTTORI,OP HAILUOTO,24 H AUKIOLO,,65.013000,24.729490
,,P,05903,VALTATIE 28,90500,OULU,KAUPPA,S-MARKET TUIRA,24 H AUKIOLO,,65.025310,25.475330
,,O+,40298,VALTATIE 61,90500,OULU,KAUPPA,K-MARKET TUIRA,24 H AUKIOLO,,65.025480,25.483700
,,P,05904,SATAMATIE 26,90520,OULU,KAUPPA,K-SUPERMARKET TOPPILA,24 H AUKIOLO,,65.034480,25.434100
,,P,06019,REVONTIE 2,90530,OULU,KAUPPA,K-SUPERMARKET VÄLIVAINIO,24 H AUKIOLO,,65.030800,25.470980
,,EP,05557,RITA-AUKIONTIE 2,90540,OULU,KAUPPA,K-SUPERMARKET RITAHARJU,LIIKETILAN AUKIOLO,,65.080040,25.453830
,,T,40068,RITAHARJUNTIE 49,90540,OULU,KAUPPAKESKUS,IDEAPARK OULU,LIIKETILAN AUKIOLO,,65.077280,25.448370
,,P,05710,MENNINKÄISENTIE 2,90550,OULU,KAUPPA,S-MARKET PUOLIVÄLINKANGAS,24 H AUKIOLO,,65.042686,25.479450
,,EP,05611,KAUPPALINNANKUJA 1,90570,OULU,KAUPPAKESKUS,LINNANMAA,LIIKETILAN AUKIOLO,,65.054987,25.457143
,,O,04771,SAMMONKATU 10,90570,OULU,KIOSKI,R-KIOSKI KAIJONHARJU,24 H AUKIOLO,,65.059400,25.478570
,,P,05970,KOISOTIE 1,90580,OULU,KAUPPA,K-MARKET RAJAKYLÄ,LIIKETILAN AUKIOLO,,65.065060,25.417250
,,P,05825,LAAKERITIE 4,90620,OULU,TAVARATALO,K-CITYMARKET RUSKO,24 H AUKIOLO,,65.039670,25.551720
,,EP,05645,KARVARINAUKIO 7,90650,OULU,KAUPPA,SALE MYLLYOJA,LIIKETILAN AUKIOLO,,65.019361,25.552492
,,P,05718,KISSANKUJA 4,90820,KELLO,KAUPPA,S-MARKET KELLO,24 H AUKIOLO,,65.129250,25.357500
,,P,06003,KELLONKAUPANTIE 1,90820,OULU,KAUPPA,K-MARKET KELLO,24 H AUKIOLO,,65.128860,25.355360
,,T,40105,REVONTIE 8,90830,HAUKIPUDAS,TAVARATALO,K-SUPERMARKET HAUKIPUDAS,LIIKETILAN AUKIOLO,,65.175650,25.348720
,,P,05971,VÄLITIE 1,90830,HAUKIPUDAS,KAUPPA,S-MARKET REIMARI,24 H AUKIOLO,,65.175660,25.355410
,,EP,05579,REVONTIE 42,90840,HAUKIPUDAS,TAVARATALO,TOKMANNI,LIIKETILAN AUKIOLO,,65.166280,25.342240
,,O+,40334,TERVEYSTIE 6,90900,KIIMINKI,PANKIN KONTTORI,OP KIIMINKI,24 H AUKIOLO,,65.129330,25.778310
,,P,05804,KESKUSPISTO 1,90940,JÄÄLI,KAUPPA,KIIMINGIN LIIKETALO,24 H AUKIOLO,,65.092210,25.689670
,,O,05072,HAMINANTIE 4,91100,II,PANKIN KONTTORI,OP II,24 H AUKIOLO,,65.323021,25.377951
,,O+,40341,KISATIE 1,91100,II,KAUPPA,K-MARKET II,24 H AUKIOLO,,65.322080,25.377490
,,EP,05609,SOROSENTIE 2,91100,II,KAUPPAKESKUS,KÄRKKÄINEN EXPRESS,LIIKETILAN AUKIOLO,,65.288982,25.373030
,,P,05924,KARJALANTIE 3,91200,YLI-II,KAUPPA,SALE YLI-II,24 H AUKIOLO,,65.372330,25.840140
,,P,05982,OULUNTIE 122,91300,YLIKIIMINKI,LIIKENNEPAIKKA,YLIKIIMINGIN LIIKENNEASEMA,24 H AUKIOLO,,65.028450,26.145210
VKO 04/2019,,O+,40343,VALTATIE 17,91500,MUHOS,PANKIN KONTTORI,OP MUHOS,24 H AUKIOLO,,64.807470,25.996120
,VKO 04/2019,O,03828,VALTATIE 30,91500,MUHOS,PANKIN KONTTORI,OP MUHOS,24 H AUKIOLO,,64.806140,25.998710
,,P,05995,VANHATIE 35,91600,UTAJÄRVI,PANKIN KONTTORI,OP UTAJÄRVI,24 H AUKIOLO,,64.760760,26.421010
,,O+,40304,VAALANTIE 26,91700,VAALA,KAUPPA,K-MARKET TERVAPORTTI,24 H AUKIOLO,,64.560580,26.844360
,,O,04352,VANHATIE 14,91800,TYRNÄVÄ,PANKIN KONTTORI,OP TYRNÄVÄ,24 H AUKIOLO,,64.762879,25.646057
,,O+,40206,KAUPPAKATU 2,91900,LIMINKA,PANKIN KONTTORI,OP LIMINKA,24 H AUKIOLO,,64.809410,25.416570
,,O,04884,LUMIJOENTIE 1228,91980,LUMIJOKI,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,64.836780,25.189430
,,T,40082,KIRKKOKATU 34,92100,RAAHE,PANKIN KONTTORI,OP RAAHE,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 6-23,64.684320,24.479560
,,P,05981,OLLINKALLIONTIE 2,92100,RAAHE,TAVARATALO,K-CITYMARKET RAAHE,24 H AUKIOLO,,64.678230,24.487360
,,P,05937,PALOKUNNANKATU 37,92100,RAAHE,TAVARATALO,PRISMA RAAHE,24 H AUKIOLO,,64.684340,24.483750
,,P,05826,ANTINKANKAANTIE 32,92130,RAAHE,KAUPPA,K-SUPERMARKET KREIVINTORI,24 H AUKIOLO,,64.687120,24.501150
,,P,05715,PUISTOTIE 3,92140,PATTIJOKI,KAUPPA,K-MARKET PATTIJOKI,24 H AUKIOLO,,64.691690,24.574950
,,P,05701,SIIKASAVONTIE 3,92400,RUUKKI,PANKIN KONTTORI,OP RUUKKI,24 H AUKIOLO,,64.665040,25.102360
,,O,04790,PAAVOLANTIE 15,92500,RANTSILA,PANKIN KONTTORI,OP RANTSILA,24 H AUKIOLO,,64.506547,25.652795
,,O,05095,PULKKILANTIE 17,92600,PULKKILA,PANKIN KONTTORI,OP PULKKILA,24 H AUKIOLO,,64.270940,25.866440
,,O,04213,HÄRMÄNTIE 2,92700,KESTILÄ,PANKIN KONTTORI,OP KESTILÄ,24 H AUKIOLO,,64.351616,26.280065
,,O,04571,MANUNTIE 2,92930,PYHÄNTÄ,PANKIN KONTTORI,OP PYHÄNTÄ,24 H AUKIOLO,,64.096785,26.331251
,,O+,40248,SÄHKÖTIE 1,93100,PUDASJÄRVI,KAUPPA,K-SUPERMARKET PUDASJÄRVI,24 H AUKIOLO,,65.360580,26.988080
,,O,04755,TORITIE 1,93100,PUDASJÄRVI,PANKIN KONTTORI,OP PUDASJÄRVI,24 H AUKIOLO,,65.359138,26.996505
,,O,03752,KAUPPATIE 11,93400,TAIVALKOSKI,KAUPPA,S-MARKET JOKI-JUSSI,24 H AUKIOLO,,65.575490,28.243050
,,O+,40297,TALONPOJANTIE 1,93400,TAIVALKOSKI,KAUPPA,K-MARKET TAIVALTORI,24 H AUKIOLO,,65.577770,28.243510
,,T,40071,HUOPARINTIE 1,93600,KUUSAMO,TAVARATALO,PRISMA KUUSAMO,LIIKETILAN AUKIOLO,,65.957920,29.160740
,,O,04067,KITKANTIE 53,93600,KUUSAMO,KAUPPA,HALPA-HALLI JUUSOLA,24 H AUKIOLO,,65.974589,29.177936
,,O,04335,KITKANTIE 7,93600,KUUSAMO,PANKIN KONTTORI,OP KUUSAMO,24 H AUKIOLO,,65.965434,29.186898
,,P,05987,LUOMANTIE 1,93600,KUUSAMO,LIIKEKIINTEISTÖ,KUUSAMON LIIKEKESKUS,24 H AUKIOLO,,65.956400,29.161070
,,O,04930,RUKANKYLÄNTIE 8,93830,RUKATUNTURI,LIIKEKIINTEISTÖ,RUKA,24 H AUKIOLO,,66.166930,29.138330
,,P,05820,ASEMAKATU 1,94100,KEMI,TAVARATALO,K-CITYMARKET KEMI,24 H AUKIOLO,,65.739640,24.563610
,,T,40111,ASEMAKATU 1,94100,KEMI,TAVARATALO,K-CITYMARKET KEMI,LIIKETILAN AUKIOLO,,65.739900,24.565070
,,EP,05472,ASEMAKATU 4,94100,KEMI,TAVARATALO,TOKMANNI KEMI,LIIKETILAN AUKIOLO,,65.738530,24.568480
,,O+,40333,KAUPPAKATU 6,94100,KEMI,PANKIN KONTTORI,OP KEMI,24 H AUKIOLO,,65.736980,24.566590
,,O,04454,KESKUSPUISTOKATU 1,94100,KEMI,KAUPPA,S-MARKET KEMI,LIIKETILAN AUKIOLO,,65.737693,24.560704
,,O,03714,TORNIONKATU 17,94200,KEMI,KIOSKI,KARIHAARAN KIOSKI,24 H AUKIOLO,,65.759886,24.546653
,,O+,40201,JOKISUUNTIE 8,94400,KEMINMAA,TAVARATALO,K-CITYMARKET KEMINMAA,24 H AUKIOLO,,65.792280,24.524240
,,O,03738,ROVANIEMENTIE 36 C,94400,KEMINMAA,LIIKEKIINTEISTÖ,KEMINMAAN LIIKEKESKUS,24 H AUKIOLO,,65.802520,24.545610
,,P,05723,KARJALAHDENKATU 7,94600,KEMI,TAVARATALO,PRISMA KEMI,LIIKETILAN AUKIOLO,,65.735088,24.583070
,,O,05203,KIVELIÖNKATU 28,94600,KEMI,KAUPPA,TAMPEREEN SÄÄSTÖTEX,24 H AUKIOLO,,65.743820,24.589450
,,O,04528,OULUNTIE 29,94700,KEMI,KAUPPA,K-MARKET MESSI,24 H AUKIOLO,,65.729320,24.603930
,,O,05323,VANHATIE 6,95200,SIMO,KAUPPA,SALE SIMO,24 H AUKIOLO,,65.661880,25.065740
,,O,04031,KESKUSTIE 95,95300,TERVOLA,PANKIN KONTTORI,OP TERVOLA,24 H AUKIOLO,,66.090170,24.810860
,,O,03794,HALLITUSKATU 14,95400,TORNIO,PANKIN KONTTORI,OP TORNIO,24 H AUKIOLO,,65.846090,24.149690
,,P,05934,LÄNSIRANTA 10,95400,TORNIO,KAUPPAKESKUS,PÅ GRÄNSEN - RAJALLA,LIIKETILAN AUKIOLO,,65.844150,24.142180
,,T,40093,LÄNSIRANTA 10,95400,TORNIO,TAVARATALO,K-CITYMARKET TORNIO,LIIKETILAN AUKIOLO,,65.844230,24.141910
,,O,03980,KEMINTIE 3,95420,TORNIO,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,65.843370,24.168960
,,O+,40332,TEOLLISUUSKATU 5,95420,TORNIO,KAUPPA,TAMPEREEN SÄÄSTÖTEX,24 H AUKIOLO,,65.844210,24.188500
,,P,05713,JOKIVARRENTIE 2455,95530,TORNIO,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,66.040100,24.019060
,,P,05704,ALKKULANRAITTI 52,95600,YLITORNIO,PANKIN KONTTORI,OP YLITORNIO,24 H AUKIOLO,,66.324210,23.675510
,,O+,40315,KUNNANTIE 3,95700,PELLO,KAUPPA,K-MARKET KUNNANTIE,24 H AUKIOLO,,66.774910,23.966390
,,O,04159,JOKIJALANTIE 65,95900,KOLARI,RAVINTOLA,PUB 65,24 H AUKIOLO,,67.331570,23.780860
,,O,04366,TUNTURINTIE 16,95970,ÄKÄSLOMPOLO,KAUPPA,JOUNIN KAUPPA,24 H AUKIOLO,,67.604180,24.152300
,,O,04939,KOSKIKATU 27,96100,ROVANIEMI,KAUPPAKESKUS,REVONTULI,LIIKETILAN AUKIOLO,,66.502860,25.722830
,,P,05727,LAPINKÄVIJÄNTIE 7,96100,ROVANIEMI,KAUPPA,K-SUPERMARKET KAUPPATORI,24 H AUKIOLO,,66.500680,25.716060
,,P,06039,KOSKIKATU 12,96200,ROVANIEMI,PANKIN KONTTORI,OP KOSKIKATU,24 H AUKIOLO,,66.502270,25.733310
,,O,04931,KOSKIKATU 25,96200,ROVANIEMI,KAUPPAKESKUS,RINTEENKULMA,LIIKETILAN AUKIOLO,,66.503221,25.726137
,,T,40040,KOSKIKATU 25,96200,ROVANIEMI,KAUPPAKESKUS,RINTEENKULMA  1.KRS / ALKOA VASTAPÄÄTÄ LIUKUP. ALLA,LIIKETILAN AUKIOLO,,66.502320,25.724440
,,T,40085,ROVAKATU 28,96200,ROVANIEMI,LIIKEKIINTEISTÖ,SAMPOKESKUS,LIIKETILAN AUKIOLO,,66.502114,25.728155
,,O,03748,ALAKORKALONTIE 22,96300,ROVANIEMI,HUOLTOASEMA,NESTE REISSUMIES,LIIKETILAN AUKIOLO,,66.486090,25.656561
,,P,06030,VIIRINKANKAANTIE 19,96300,ROVANIEMI,KAUPPA,K-MARKET VIIRINKANGAS,24 H AUKIOLO,,66.485070,25.695810
,,EP,05561,TEOLLISUUSTIE 1,96320,ROVANIEMI,TAVARATALO,K-SUPERMARKET ETELÄKESKUS,LIIKETILAN AUKIOLO,,66.491070,25.689690
,,EP,05562,TEOLLISUUSTIE 2,96320,ROVANIEMI,TAVARATALO,PRISMA ROVANIEMI,LIIKETILAN AUKIOLO,,66.492230,25.688290
,,O,04647,ERKKILÄNKUJA 4,96400,ROVANIEMI,KAUPPAKESKUS,OUNASVAARAN LIIKEKESKUS,24 H AUKIOLO,,66.498108,25.754082
,,O,04933,SAARUANTIE 1,96400,ROVANIEMI,KAUPPA,K-MARKET HESSUNTORI,24 H AUKIOLO,,66.487904,25.803875
,,O,04238,HILLAPOLKU 9,96500,ROVANIEMI,LIIKEKIINTEISTÖ,KORKALOVAARAN SIVUKIRJASTO,24 H AUKIOLO,,66.512102,25.668753
,,O,05205,NAPAPIIRINTIE 2,96900,SAARENKYLÄ,HUOLTOASEMA,ST1  SAARENKYLÄ,24 H AUKIOLO,,66.515760,25.784720
,,P,05830,PULKAMONTIE 1,96900,SAARENKYLÄ,TAVARATALO,K-CITYMARKET SAARENKYLÄ,LIIKETILAN AUKIOLO,,66.519370,25.753520
,,P,06011,SODANKYLÄNTIE 715,96930,ROVANIEMI,HUOLTOASEMA,SHELL NAPAPIIRI,24 H AUKIOLO,,66.544570,25.843540
,,P,05839,KESKUSTIE 1,97700,RANUA,KAUPPA,S-MARKET RANUA,24 H AUKIOLO,,65.927880,26.517160
,,O,04387,POSIONTIE 44,97900,POSIO,PANKIN KONTTORI,OP POSIO,24 H AUKIOLO,,66.112160,28.160390
,,O+,40199,ANNALIISANKATU 3,98100,KEMIJÄRVI,KAUPPA,S-MARKET UITTO,LIIKETILAN AUKIOLO,,66.715440,27.430450
,,P,05717,SEMINAARINKATU 2-4,98120,KEMIJÄRVI,LIIKEKIINTEISTÖ,TAMPEREEN SÄÄSTÖTEX,24 H AUKIOLO,,66.720388,27.400344
,,O,04080,SODANKYLÄNTIE 2,98500,PELKOSENNIEMI,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,67.108700,27.514710
,,O,04370,SAMPERINTIE 4,98800,SAVUKOSKI,PANKIN KONTTORI,OP SAVUKOSKI,24 H AUKIOLO,,67.292620,28.157090
,,O,04372,KUUSAMONTIE 4,98900,SALLA,PANKIN KONTTORI,OP SALLA,24 H AUKIOLO,,66.833200,28.668520
,,P,05962,VALTATIE 36,99100,KITTILÄ,PANKIN KONTTORI,OP KITTILÄ,24 H AUKIOLO,,67.656130,24.909550
,,O+,40200,LEVINTIE 1590,99130,SIRKKA,HOTELLI,HOTELLI LEVITUNTURI,24 H AUKIOLO,,67.804000,24.799920
,,O,03820,PUTHAANRANNANTIE 2,99300,MUONIO,PANKIN KONTTORI,OP MUONIO,24 H AUKIOLO,,67.956030,23.680070
,,O,05294,PUISTOMÄENTIE 1,99400,ENONTEKIÖ,PANKIN KONTTORI,OP ENONTEKIÖ,24 H AUKIOLO,,68.384833,23.636458
,,P,05972,HAASTAJANTIE 1,99600,SODANKYLÄ,KAUPPA,K-SUPERMARKET POHJANTÄHTI,24 H AUKIOLO,,67.414110,26.587870
,,O+,40191,JÄÄMERENTIE 14,99600,SODANKYLÄ,PANKIN KONTTORI,OP SODANKYLÄ,24 H AUKIOLO,,67.417090,26.593063
,,O+,40192,IVALONTIE 4,99800,IVALO,PANKIN KONTTORI,OP IVALO,24 H AUKIOLO,,68.658920,27.538900
,,O,04265,SAARISELÄNTIE 7,99830,SAARISELKÄ,HOTELLI,HOLIDAY CLUB SAARISELKÄ,24 H AUKIOLO,,68.419895,27.418414
,,O,04266,INARINTIE 45,99870,INARI,KAUPPA,INARIN KUUKKELI,24 H AUKIOLO,,68.906260,27.026450
